,날짜,요일,고객수,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm),구글검색,네이버 검색량,영업가게
632,2017-07-18,화,39.0,25.7,22.9,28.7,0.9,43.28571428571429,11.72287,41.0
633,2017-07-20,목,36.0,29.5,25.3,33.9,,47.57142857142857,13.1032,41.0
634,2017-07-21,금,42.0,30.1,26.8,33.7,,49.714285714285715,17.417,41.0
635,2017-07-22,토,50.0,29.7,27.6,32.8,,51.85714285714286,21.26078,41.0
636,2017-07-23,일,47.0,27.9,26.4,29.7,1.2,54.0,17.36086,41.0
637,2017-07-24,월,27.0,28.8,27.5,30.7,0.7,53.85714285714285,12.671710000000001,41.0
638,2017-07-25,화,36.0,28.5,25.3,33.1,27.6,53.714285714285715,14.053139999999999,41.0
639,2017-07-26,수,31.0,27.6,23.6,31.8,,53.57142857142857,13.0977,41.0
640,2017-07-27,목,25.0,28.0,22.3,33.1,,53.42857142857143,12.58475,41.0
641,2017-07-28,금,38.0,28.5,25.7,31.9,10.7,53.28571428571429,15.683329999999998,41.0
642,2017-07-31,월,42.0,25.1,23.5,27.3,29.2,52.85714285714285,15.55565,41.0
643,2017-08-01,화,50.0,26.7,22.3,31.9,9.2,52.714285714285715,15.39274,41.0
644,2017-08-02,수,35.0,29.4,25.1,34.1,,52.57142857142857,14.06194,41.0
645,2017-08-03,목,44.0,28.6,24.3,32.5,,52.42857142857143,13.561110000000001,41.0
646,2017-08-04,금,35.0,29.9,24.5,34.4,,52.28571428571429,14.771920000000001,41.0
647,2017-08-05,토,45.0,31.8,27.1,35.9,,52.14285714285714,15.901279999999998,41.0
648,2017-08-06,일,60.0,31.1,27.8,35.6,0.0,52.0,16.087310000000002,41.0
649,2017-08-07,월,36.0,29.4,25.6,34.2,,51.714285714285715,13.359670000000001,41.0
650,2017-08-08,화,40.0,28.1,25.0,31.9,0.0,51.42857142857143,13.76254,41.0
651,2017-08-10,목,29.0,26.4,24.2,31.2,3.8,50.85714285714285,13.814279999999998,40.0
652,2017-08-11,금,62.0,27.1,24.1,32.5,0.0,50.57142857142857,21.16832,40.0
653,2017-08-12,토,30.0,27.2,23.1,31.5,,50.28571428571429,15.74608,40.0
654,2017-08-13,일,38.0,24.6,22.8,26.5,1.4,50.0,15.922189999999999,40.0
655,2017-08-14,월,43.0,22.4,21.0,25.3,65.0,49.0,15.32669,40.0
656,2017-08-15,화,58.0,22.9,21.3,24.0,34.4,48.0,16.10051,40.0
657,2017-08-17,목,25.0,25.7,22.9,30.1,1.2,46.0,9.93087,38.0
658,2017-08-18,금,35.0,26.1,23.0,30.4,0.0,45.0,13.03055,38.0
659,2017-08-19,토,43.0,25.1,23.0,30.4,10.2,44.0,14.72129,38.0
660,2017-08-20,일,36.0,25.9,23.3,29.7,2.7,43.0,14.981060000000001,38.0
661,2017-08-21,월,22.0,24.7,23.1,27.5,36.1,42.0,10.35575,38.0
662,2017-08-22,화,32.0,27.4,24.0,31.1,0.7,41.0,9.79988,38.0
663,2017-08-24,목,27.0,27.5,25.1,29.8,49.8,39.0,9.56542,38.0
664,2017-08-25,금,37.0,26.1,21.8,31.3,,38.0,11.32991,38.0
665,2017-08-26,토,45.0,23.3,18.8,29.4,,37.0,14.08946,38.0
666,2017-08-27,일,49.0,24.0,18.0,30.4,,36.0,12.89296,38.0
667,2017-08-28,월,37.0,24.8,19.7,28.6,35.2,35.714285714285715,9.539010000000001,38.0
668,2017-08-29,화,40.0,21.0,18.0,26.3,,35.42857142857143,8.68923,38.0
669,2017-08-30,수,1.0,18.1,16.0,20.6,0.5,35.142857142857146,8.85324,38.0
670,2017-08-31,목,61.0,21.5,16.0,27.3,,34.857142857142854,11.62491,38.0
671,2017-09-01,금,39.0,22.1,16.6,28.0,,34.57142857142857,11.35743,38.0
672,2017-09-02,토,36.0,21.4,16.7,26.2,,34.285714285714285,13.7031,37.0
673,2017-09-03,일,41.0,22.2,16.0,28.6,,34.0,12.08942,37.0
674,2017-09-04,월,21.0,22.4,17.3,28.0,,35.714285714285715,7.986960000000001,37.0
675,2017-09-05,화,49.0,21.2,19.2,23.3,0.8,37.42857142857143,10.11139,37.0
676,2017-09-07,목,26.0,21.9,18.3,27.1,,40.857142857142854,8.84994,37.0
677,2017-09-08,금,45.0,22.7,18.5,28.3,,42.57142857142857,11.72397,37.0
678,2017-09-09,토,54.0,22.4,17.7,27.8,,44.28571428571429,15.004179999999998,37.0
679,2017-09-10,일,54.0,22.7,18.5,26.5,,46.0,14.031120000000001,37.0
680,2017-09-12,화,47.0,21.9,17.6,28.2,,45.14285714285714,8.7894,37.0
681,2017-09-13,수,30.0,20.1,14.3,27.4,,44.714285714285715,8.89617,37.0
682,2017-09-14,목,35.0,20.9,13.9,27.5,,44.28571428571429,8.51532,37.0
683,2017-09-15,금,33.0,21.7,18.6,26.1,,43.85714285714285,12.04539,37.0
684,2017-09-16,토,52.0,21.2,18.6,24.3,,43.42857142857143,15.71415,37.0
685,2017-09-17,일,48.0,21.5,16.7,27.7,,43.0,14.332729999999998,37.0
686,2017-09-19,화,58.0,22.8,17.9,27.2,0.5,45.85714285714285,11.07123,37.0
687,2017-09-20,수,29.0,20.0,15.4,25.0,0.7,47.28571428571429,9.42563,37.0
688,2017-09-21,목,26.0,18.7,12.1,25.9,,48.714285714285715,9.24951,37.0
689,2017-09-22,금,61.0,20.2,14.4,26.6,,50.14285714285714,12.535219999999999,37.0
690,2017-09-23,토,71.0,20.4,15.5,26.4,,51.57142857142857,15.375129999999999,37.0
691,2017-09-24,일,53.0,22.4,18.7,27.2,0.0,53.0,14.673960000000001,37.0
692,2017-09-26,화,47.0,23.5,17.3,29.2,,52.714285714285715,9.84941,37.0
693,2017-09-27,수,35.0,19.3,16.7,23.2,31.0,52.57142857142857,10.26549,37.0
694,2017-09-28,목,41.0,20.1,15.8,24.8,,52.42857142857143,10.66066,37.0
695,2017-09-29,금,49.0,15.8,10.5,21.6,,52.28571428571429,13.71851,37.0
696,2017-09-30,토,42.0,17.5,9.8,25.9,,52.14285714285714,14.5936,37.0
697,2017-10-01,일,48.0,15.6,13.5,18.2,16.5,52.0,15.71526,37.0
698,2017-10-02,월,44.0,19.1,15.9,23.4,3.0,50.42857142857143,12.52201,37.0
699,2017-10-03,화,46.0,18.0,14.6,22.9,,48.85714285714285,12.840119999999999,37.0
700,2017-10-04,수,77.0,17.5,11.8,23.3,,47.28571428571429,15.27716,37.0
701,2017-10-05,목,52.0,18.0,15.5,21.3,,45.714285714285715,18.84796,37.0
702,2017-10-06,금,51.0,16.9,15.0,18.6,1.5,44.14285714285715,16.62777,37.0
703,2017-10-07,토,64.0,19.9,16.9,24.8,0.0,42.57142857142857,16.29975,37.0
704,2017-10-08,일,57.0,20.8,16.5,27.0,,41.0,16.766460000000002,37.0
705,2017-10-09,월,59.0,21.6,17.6,26.1,,40.57142857142857,15.675629999999998,37.0
706,2017-10-10,화,49.0,22.3,17.9,26.1,,40.142857142857146,10.33044,37.0
707,2017-10-11,수,2.0,17.5,13.4,22.1,6.0,39.714285714285715,9.90445,37.0
708,2017-10-12,목,46.0,12.1,9.4,13.4,1.3,39.285714285714285,10.29411,37.0
709,2017-10-13,금,47.0,11.6,5.8,18.2,,38.857142857142854,13.32445,37.0
710,2017-10-14,토,52.0,13.5,8.4,18.9,,38.42857142857143,16.45715,37.0
711,2017-10-15,일,58.0,15.0,9.7,19.9,,38.0,15.0383,37.0
712,2017-10-17,화,40.0,15.7,9.2,22.6,,41.714285714285715,9.79218,37.0
713,2017-10-18,수,42.0,16.3,14.8,19.5,0.0,43.57142857142857,10.287510000000001,37.0
714,2017-10-19,목,40.0,16.1,11.4,21.4,,45.42857142857143,10.031039999999999,37.0
715,2017-10-20,금,51.0,16.1,11.1,22.8,,47.28571428571429,12.9535,37.0
716,2017-10-21,토,52.0,15.7,9.8,22.6,,49.14285714285714,15.44447,37.0
717,2017-10-22,일,59.0,15.7,10.0,22.5,,51.0,15.087829999999999,37.0
718,2017-10-24,화,47.0,12.4,6.9,19.3,,44.14285714285715,9.51919,37.0
719,2017-10-25,수,36.0,12.4,6.6,19.7,,40.714285714285715,9.715119999999999,37.0
720,2017-10-26,목,34.0,12.8,7.8,18.7,,37.285714285714285,9.48617,37.0
721,2017-10-27,금,51.0,14.3,11.2,19.5,,33.85714285714286,11.7636,37.0
722,2017-10-28,토,52.0,15.5,9.2,23.1,,30.42857142857143,15.736170000000001,37.0
723,2017-10-29,일,58.0,11.6,5.6,18.2,,27.0,15.890270000000001,37.0
724,2017-10-31,화,44.0,8.8,0.4,17.2,,31.285714285714285,9.020560000000001,37.0
725,2017-11-01,수,19.0,13.1,7.3,19.0,,33.42857142857143,8.68923,37.0
726,2017-11-02,목,23.0,13.9,10.9,19.1,,35.57142857142857,8.77619,37.0
727,2017-11-03,금,37.0,11.3,7.6,17.6,0.3,37.714285714285715,13.2441,37.0
728,2017-11-04,토,36.0,7.7,3.2,13.9,,39.85714285714286,15.89688,37.0
729,2017-11-05,일,60.0,7.3,0.9,14.7,,42.0,13.30574,37.0
730,2017-11-07,화,33.0,13.5,5.6,20.8,0.0,49.14285714285714,11.58858,37.0
731,2017-11-08,수,34.0,13.8,7.0,18.9,0.7,52.714285714285715,9.64908,37.0
732,2017-11-09,목,35.0,8.7,2.4,16.8,,56.28571428571429,9.02276,37.0
733,2017-11-10,금,37.0,9.9,3.4,18.9,3.1,59.85714285714286,13.747129999999999,37.0
734,2017-11-11,토,45.0,6.0,2.0,12.1,,63.42857142857143,14.96015,37.0
735,2017-11-12,일,43.0,5.4,-0.9,13.4,,67.0,13.959579999999999,37.0
736,2017-11-14,화,46.0,8.8,4.3,13.9,0.0,62.42857142857143,11.074539999999999,37.0
737,2017-11-15,수,45.0,5.7,2.5,10.3,0.0,60.14285714285714,13.29693,37.0
738,2017-11-16,목,49.0,2.6,-2.3,8.9,,57.85714285714286,16.24251,37.0
739,2017-11-17,금,47.0,4.7,-2.5,9.4,0.1,55.57142857142857,15.27496,37.0
740,2017-11-18,토,45.0,0.9,-3.7,7.4,0.0,53.28571428571429,17.98718,37.0
741,2017-11-19,일,52.0,-0.4,-5.8,3.7,,51.0,15.341,37.0
742,2017-11-21,화,34.0,2.5,-2.8,9.9,,58.14285714285714,10.7168,37.0
743,2017-11-22,수,35.0,4.7,-0.7,10.1,0.1,61.714285714285715,12.44496,37.0
744,2017-11-23,목,47.0,1.1,-2.4,6.0,2.1,65.28571428571429,14.5947,37.0
745,2017-11-24,금,44.0,0.9,-1.2,3.7,5.9,68.85714285714286,15.88587,37.0
746,2017-11-25,토,57.0,6.1,-1.6,11.2,,72.42857142857143,20.28333,37.0
747,2017-11-26,일,55.0,7.1,1.1,11.1,2.8,76.0,17.086779999999997,37.0
748,2017-11-27,월,7.0,3.1,-2.4,10.4,,72.71428571428571,11.048119999999999,37.0
749,2017-11-28,화,42.0,5.8,0.2,12.8,0.0,69.42857142857143,10.73881,37.0
750,2017-11-29,수,32.0,6.4,1.7,10.7,0.0,66.14285714285714,10.63424,37.0
751,2017-11-30,목,27.0,-0.3,-3.8,5.0,,62.85714285714286,10.95456,37.0
752,2017-12-01,금,45.0,-0.6,-6.5,4.4,,59.57142857142857,14.38556,37.0
753,2017-12-02,토,49.0,2.0,-2.5,7.6,,56.28571428571429,19.85954,37.0
754,2017-12-03,일,48.0,5.6,-1.1,12.8,0.0,53.0,16.30305,37.0
755,2017-12-04,월,37.0,2.3,-2.5,5.9,0.0,53.57142857142857,10.673869999999999,37.0
756,2017-12-05,화,55.0,-3.2,-7.6,1.8,,54.14285714285714,11.05693,37.0
757,2017-12-07,목,46.0,3.2,-0.5,7.5,2.0,55.28571428571429,10.8687,37.0
758,2017-12-08,금,41.0,-1.7,-4.1,2.6,,55.85714285714285,14.64644,37.0
759,2017-12-09,토,62.0,1.2,-1.6,4.8,0.0,56.42857142857143,17.77364,37.0
760,2017-12-10,일,72.0,3.1,-1.0,8.1,3.0,57.0,18.195220000000003,37.0
761,2017-12-11,월,59.0,-4.2,-8.2,0.0,0.6,57.28571428571429,12.37341,37.0
762,2017-12-12,화,55.0,-6.9,-11.4,-2.0,,57.57142857142857,13.874820000000001,37.0
763,2017-12-14,목,32.0,-4.9,-11.0,0.8,,58.14285714285714,11.51153,37.0
764,2017-12-15,금,29.0,-1.3,-8.1,3.6,,58.42857142857143,15.084529999999999,37.0
765,2017-12-16,토,50.0,-2.1,-5.7,2.1,0.0,58.714285714285715,18.499029999999998,37.0
766,2017-12-17,일,51.0,-5.1,-9.4,0.4,,59.0,15.42356,37.0
767,2017-12-18,월,33.0,1.0,-6.4,7.0,0.0,57.57142857142857,11.98155,37.0
768,2017-12-19,화,29.0,-2.1,-5.7,3.6,0.5,56.14285714285714,11.131780000000001,37.0
769,2017-12-21,목,29.0,-0.6,-3.9,4.5,,53.28571428571429,10.541780000000001,37.0
770,2017-12-22,금,34.0,1.9,-3.9,9.1,,51.85714285714285,13.32115,37.0
771,2017-12-23,토,45.0,3.9,-1.1,11.5,,50.42857142857143,15.121960000000001,37.0
772,2017-12-24,일,76.0,3.2,0.7,6.0,21.4,49.0,19.7924,37.0
773,2017-12-25,월,53.0,-0.2,-2.8,3.2,,51.14285714285714,15.847339999999999,37.0
774,2017-12-26,화,42.0,-1.1,-5.1,3.4,0.3,53.28571428571429,10.14661,37.0
775,2017-12-28,목,23.0,-1.6,-6.9,3.0,,57.57142857142857,10.1224,37.0
776,2017-12-29,금,37.0,2.9,-0.5,6.2,0.0,59.714285714285715,13.42462,37.0
777,2017-12-30,토,45.0,3.5,0.1,7.6,0.9,61.85714285714286,14.15881,37.0
778,2017-12-31,일,47.0,1.3,-2.2,5.6,0.5,64.0,17.149520000000003,37.0
779,2018-01-01,월,42.0,-0.7,-5.3,4.9,,60.0,14.023420000000002,37.0
780,2018-01-02,화,43.0,-1.0,-4.7,4.1,,56.0,10.148819999999999,37.0
781,2018-01-04,목,38.0,-2.9,-6.3,-0.2,,48.0,9.5346,37.0
782,2018-01-05,금,26.0,-0.9,-3.7,3.9,,44.0,11.755889999999999,37.0
783,2018-01-06,토,38.0,-0.7,-5.0,5.6,,40.0,12.889660000000001,37.0
784,2018-01-07,일,41.0,-1.4,-6.6,2.2,,36.0,12.22481,37.0
785,2018-01-08,월,31.0,1.5,-0.1,2.6,3.6,37.0,10.52087,37.0
786,2018-01-09,화,41.0,-1.5,-3.6,0.7,2.5,38.0,11.064630000000001,37.0
787,2018-01-11,목,51.0,-9.3,-12.6,-4.9,0.0,40.0,12.34479,37.0
788,2018-01-12,금,44.0,-8.4,-13.7,-3.9,0.0,41.0,15.617289999999999,37.0
789,2018-01-13,토,31.0,-2.2,-6.4,4.3,0.1,42.0,14.854479999999999,37.0
790,2018-01-15,월,27.0,5.5,0.8,11.0,,42.57142857142857,10.58911,37.0
791,2018-01-16,화,53.0,3.6,0.2,7.4,3.1,42.142857142857146,11.34092,37.0
792,2018-01-17,수,29.0,4.2,2.5,6.0,11.2,41.714285714285715,9.95068,37.0
793,2018-01-18,목,26.0,3.7,-0.1,7.1,0.0,41.285714285714285,9.65128,37.0
794,2018-01-19,금,41.0,0.3,-3.6,5.8,,40.857142857142854,13.100999999999999,37.0
795,2018-01-20,토,44.0,0.8,-4.8,7.9,,40.42857142857143,14.20284,37.0
796,2018-01-21,일,30.0,1.1,-4.0,6.5,,40.0,12.968910000000001,37.0
797,2018-01-22,월,32.0,3.0,-0.4,8.3,0.8,40.57142857142857,10.956760000000001,37.0
798,2018-01-23,화,37.0,-7.3,-11.4,-0.4,0.0,41.142857142857146,11.58968,37.0
799,2018-01-25,목,42.0,-10.9,-16.3,-5.6,,42.285714285714285,14.80604,37.0
800,2018-01-26,금,45.0,-11.8,-16.2,-5.1,,42.857142857142854,19.065910000000002,37.0
801,2018-01-27,토,42.0,-8.5,-15.6,-1.1,,43.42857142857143,15.422460000000001,37.0
802,2018-01-28,일,33.0,-3.5,-7.1,1.6,,44.0,13.289229999999998,37.0
803,2018-01-29,월,33.0,-6.8,-9.5,-2.5,,44.14285714285715,11.95623,37.0
804,2018-01-30,화,39.0,-4.4,-11.7,1.7,,44.28571428571429,14.460410000000001,37.0
805,2018-02-01,목,37.0,-2.1,-6.6,4.1,,44.57142857142857,10.85989,37.0
806,2018-02-02,금,32.0,-2.7,-9.0,4.5,,44.714285714285715,12.9524,37.0
807,2018-02-03,토,35.0,-4.7,-8.2,-1.4,0.0,44.85714285714285,14.244670000000001,37.0
808,2018-02-04,일,30.0,-7.3,-11.2,-2.5,0.0,45.0,13.31124,37.0
809,2018-02-05,월,26.0,-8.1,-12.5,-2.4,,46.714285714285715,10.06736,37.0
810,2018-02-06,화,33.0,-8.2,-13.2,-3.2,0.2,48.42857142857143,10.02773,37.0
811,2018-02-08,목,26.0,-3.8,-11.2,4.5,,51.85714285714285,9.75695,37.0
812,2018-02-09,금,47.0,1.4,-5.7,9.0,,53.57142857142857,13.802170000000002,37.0
813,2018-02-10,토,29.0,0.5,-5.2,6.8,,55.28571428571429,13.722920000000002,37.0
814,2018-02-11,일,34.0,-3.7,-7.7,0.6,1.0,57.0,13.795570000000001,37.0
815,2018-02-12,월,36.0,-4.8,-9.5,-0.4,1.4,54.57142857142857,10.666160000000001,37.0
816,2018-02-13,화,52.0,-0.8,-6.7,4.4,0.9,52.14285714285714,10.376669999999999,37.0
817,2018-02-14,수,26.0,5.6,-0.8,11.6,,49.714285714285715,10.313930000000001,37.0
818,2018-02-15,목,41.0,0.8,-3.2,7.2,,47.28571428571429,10.63754,37.0
819,2018-02-16,금,68.0,0.4,-5.2,7.5,,44.85714285714286,13.77465,37.0
820,2018-02-17,토,25.0,-1.1,-4.9,4.1,,42.42857142857143,16.6674,37.0
821,2018-02-18,일,29.0,-0.1,-3.7,4.3,,40.0,13.194560000000001,37.0
822,2018-02-19,월,34.0,2.5,-3.4,8.8,,41.714285714285715,10.53628,37.0
823,2018-02-20,화,33.0,1.9,-3.3,8.1,,43.42857142857143,10.775139999999999,37.0
824,2018-02-21,수,15.0,-0.1,-3.8,5.4,,45.14285714285714,10.433910000000001,37.0
825,2018-02-22,목,29.0,0.5,-7.3,7.6,0.0,46.85714285714285,10.94025,37.0
826,2018-02-23,금,28.0,5.5,0.2,10.0,2.0,48.57142857142857,13.76254,37.0
827,2018-02-24,토,34.0,6.0,0.7,11.8,,50.28571428571429,13.7009,37.0
828,2018-02-25,일,38.0,4.0,-0.6,11.1,,52.0,13.43893,37.0
829,2018-02-26,월,34.0,4.0,-4.2,13.0,,51.85714285714285,10.94685,37.0
830,2018-02-27,화,31.0,6.3,-1.9,13.1,,51.714285714285715,10.85769,37.0
831,2018-02-28,수,2.0,5.3,1.4,9.9,35.0,51.57142857142857,16.29645,37.0
832,2018-03-01,목,46.0,2.0,-3.2,4.8,1.0,51.42857142857143,11.62601,37.0
833,2018-03-02,금,31.0,1.1,-6.2,8.7,,51.28571428571429,10.49555,37.0
834,2018-03-03,토,32.0,8.6,-1.7,18.7,,51.14285714285714,12.55283,37.0
835,2018-03-04,일,32.0,15.1,9.5,23.1,11.5,51.0,11.77351,37.0
836,2018-03-05,월,16.0,6.6,3.3,14.5,18.6,50.14285714285714,8.43716,37.0
837,2018-03-06,화,36.0,5.6,-0.4,12.5,,49.28571428571429,7.427789999999999,37.0
838,2018-03-08,목,38.0,2.9,0.6,6.2,12.5,47.57142857142857,9.00625,37.0
839,2018-03-09,금,44.0,3.3,0.5,6.4,,46.714285714285715,11.85056,37.0
840,2018-03-10,토,31.0,4.1,-1.2,11.5,,45.85714285714286,13.76034,37.0
841,2018-03-11,일,35.0,7.7,2.2,14.8,,45.0,12.187380000000001,37.0
842,2018-03-12,월,31.0,8.6,0.1,17.6,,46.42857142857143,7.83396,37.0
843,2018-03-13,화,34.0,12.4,2.9,20.8,,47.85714285714285,7.34743,37.0
844,2018-03-15,목,31.0,13.7,10.6,15.8,16.6,50.714285714285715,9.04147,37.0
845,2018-03-16,금,29.0,6.6,3.1,10.8,0.1,52.14285714285714,11.66563,37.0
846,2018-03-17,토,40.0,7.6,0.4,14.8,,53.57142857142857,13.80988,37.0
847,2018-03-18,일,34.0,7.8,3.0,11.4,8.0,55.0,12.824710000000001,37.0
848,2018-03-19,월,25.0,8.3,5.5,11.1,22.0,51.714285714285715,8.376619999999999,37.0
849,2018-03-20,화,34.0,5.9,2.8,10.3,,48.42857142857143,8.45808,37.0
850,2018-03-22,목,34.0,5.2,0.5,12.2,0.6,41.85714285714286,7.50484,37.0
851,2018-03-23,금,31.0,6.3,-1.0,13.9,,38.57142857142857,10.89292,37.0
852,2018-03-24,토,41.0,8.4,1.7,15.1,,35.285714285714285,13.519279999999998,37.0
853,2018-03-25,일,30.0,10.9,4.4,19.5,,32.0,11.84946,37.0
854,2018-03-26,월,36.0,12.4,3.9,20.5,,32.857142857142854,7.542260000000001,37.0
855,2018-03-27,화,23.0,13.9,6.3,21.5,,33.714285714285715,6.88952,37.0
856,2018-03-29,목,23.0,16.0,10.7,21.5,,35.42857142857143,7.61601,37.0
857,2018-03-30,금,29.0,15.6,10.4,21.6,,36.285714285714285,10.79825,37.0
858,2018-03-31,토,43.0,15.9,9.2,23.1,,37.14285714285714,13.35527,37.0
859,2018-04-01,일,43.0,16.0,10.3,20.6,,38.0,11.96393,37.0
860,2018-04-02,월,25.0,18.3,11.5,25.1,,37.42857142857143,7.9154100000000005,37.0
861,2018-04-03,화,41.0,19.1,13.2,25.7,,36.857142857142854,7.95834,37.0
862,2018-04-05,목,29.0,8.2,7.4,9.4,18.6,35.714285714285715,9.37389,37.0
863,2018-04-06,금,22.0,7.8,3.5,13.4,18.8,35.142857142857146,12.177480000000001,37.0
864,2018-04-07,토,36.0,5.0,2.6,9.4,,34.57142857142857,14.472520000000001,37.0
865,2018-04-08,일,32.0,8.2,0.8,13.4,,34.0,13.42792,37.0
866,2018-04-09,월,25.0,11.9,5.5,18.7,,34.285714285714285,8.06732,37.0
867,2018-04-10,화,30.0,16.2,5.3,24.2,0.3,34.57142857142857,8.66282,37.0
868,2018-04-12,목,27.0,13.9,6.0,22.2,,35.142857142857146,8.002369999999999,36.0
869,2018-04-13,금,34.0,13.2,5.9,18.6,0.0,35.42857142857143,12.494489999999999,36.0
870,2018-04-14,토,54.0,9.0,7.2,13.0,36.7,35.714285714285715,16.29645,36.0
871,2018-04-15,일,35.0,10.2,5.8,16.5,,36.0,12.97221,36.0
872,2018-04-16,월,29.0,11.6,3.3,18.9,,38.142857142857146,8.25334,36.0
873,2018-04-17,화,33.0,14.1,8.1,20.8,,40.285714285714285,8.51091,36.0
874,2018-04-18,수,1.0,13.6,6.0,22.0,,42.42857142857143,8.0409,36.0
875,2018-04-19,목,23.0,14.6,5.1,23.3,,44.57142857142857,8.10144,35.0
876,2018-04-20,금,32.0,19.2,9.1,29.9,,46.714285714285715,12.55943,35.0
877,2018-04-21,토,49.0,19.7,11.0,30.0,,48.85714285714286,14.53196,35.0
878,2018-04-22,일,53.0,16.3,12.9,21.6,2.7,51.0,14.044329999999999,35.0
879,2018-04-23,월,34.0,11.4,10.7,15.1,38.9,50.714285714285715,10.92924,35.0
880,2018-04-24,화,45.0,12.1,10.4,13.8,3.6,50.42857142857143,9.74594,35.0
881,2018-04-25,수,1.0,14.1,5.4,22.5,,50.14285714285714,10.02773,35.0
882,2018-04-26,목,26.0,15.5,7.2,23.9,,49.85714285714285,9.89124,35.0
883,2018-04-27,금,37.0,16.2,9.2,23.3,,49.57142857142857,12.33158,35.0
884,2018-04-28,토,34.0,15.9,9.6,23.1,,49.28571428571429,13.74823,35.0
885,2018-04-29,일,36.0,16.4,6.3,25.4,,49.0,12.6508,35.0
886,2018-04-30,월,36.0,20.3,13.4,27.0,,47.85714285714285,9.400310000000001,35.0
887,2018-05-01,화,54.0,21.5,17.2,26.5,,46.714285714285715,10.16863,35.0
888,2018-05-02,수,1.0,17.8,11.3,23.4,7.0,45.57142857142857,9.93967,35.0
889,2018-05-03,목,29.0,12.5,9.0,17.1,,44.42857142857143,9.723930000000001,35.0
890,2018-05-04,금,31.0,15.3,7.8,22.3,,43.28571428571429,12.27324,35.0
891,2018-05-05,토,42.0,19.5,12.4,25.3,,42.142857142857146,14.69377,35.0
892,2018-05-06,일,51.0,16.3,14.9,20.0,20.5,41.0,15.817620000000002,35.0
893,2018-05-07,월,45.0,17.4,14.8,21.7,4.0,42.142857142857146,12.90287,35.0
894,2018-05-08,화,45.0,16.5,12.7,22.2,,43.28571428571429,10.00022,35.0
895,2018-05-09,수,1.0,16.1,9.4,22.5,,44.42857142857143,8.956710000000001,35.0
896,2018-05-10,목,35.0,16.7,11.2,23.6,,45.57142857142857,8.85545,35.0
897,2018-05-11,금,42.0,17.3,11.2,23.9,,46.714285714285715,12.14115,35.0
898,2018-05-12,토,51.0,15.5,12.6,18.0,23.4,47.85714285714285,16.50779,35.0
899,2018-05-13,일,28.0,17.8,14.9,22.4,2.3,49.0,13.53139,35.0
900,2018-05-14,월,35.0,19.6,13.6,26.6,,47.57142857142857,8.91929,35.0
901,2018-05-15,화,63.0,23.1,15.2,29.5,0.0,46.14285714285714,10.177430000000001,35.0
902,2018-05-16,수,1.0,25.3,22.6,27.1,0.0,44.714285714285715,10.24128,35.0
903,2018-05-17,목,40.0,26.3,24.6,31.0,0.2,43.28571428571429,10.45152,35.0
904,2018-05-18,금,32.0,20.1,15.7,25.0,9.9,41.857142857142854,13.47745,35.0
905,2018-05-19,토,48.0,17.6,13.9,21.5,,40.42857142857143,14.87319,35.0
906,2018-05-20,일,37.0,16.8,10.8,22.6,,39.0,14.37676,35.0
907,2018-05-21,월,44.0,17.5,12.1,22.4,,39.285714285714285,14.276589999999999,35.0
908,2018-05-22,화,60.0,18.8,13.8,24.9,6.2,39.57142857142857,16.91616,35.0
909,2018-05-23,수,1.0,18.9,14.7,23.6,22.4,39.857142857142854,25.982960000000002,35.0
910,2018-05-24,목,49.0,18.9,10.8,26.4,,40.142857142857146,13.651370000000002,35.0
911,2018-05-25,금,43.0,19.6,11.4,26.3,,40.42857142857143,13.458739999999999,35.0
912,2018-05-26,토,47.0,21.8,12.9,30.5,,40.714285714285715,15.573260000000001,35.0
913,2018-05-27,일,42.0,20.9,17.1,26.0,,41.0,14.53416,35.0
914,2018-05-28,월,36.0,23.0,15.5,30.5,,42.57142857142857,12.195089999999999,35.0
915,2018-05-29,화,45.0,23.6,18.5,28.9,,44.14285714285715,10.4174,35.0
916,2018-05-30,수,45.0,22.4,18.3,27.5,0.0,45.714285714285715,9.56983,35.0
917,2018-05-31,목,37.0,20.9,14.6,26.7,,47.28571428571429,9.75475,35.0
918,2018-06-01,금,38.0,23.4,15.9,31.1,,48.85714285714285,13.68109,35.0
919,2018-06-02,토,36.0,23.4,15.8,31.5,,50.42857142857143,14.922720000000002,35.0
920,2018-06-03,일,49.0,23.6,15.8,31.1,,52.0,13.41361,35.0
921,2018-06-04,월,53.0,23.5,18.1,29.3,0.0,52.42857142857143,8.7806,35.0
922,2018-06-05,화,48.0,23.9,19.3,28.7,0.1,52.85714285714285,11.28698,35.0
923,2018-06-06,수,47.0,24.6,18.7,30.7,,53.28571428571429,12.6508,35.0
924,2018-06-07,목,28.0,24.6,20.5,30.6,,53.714285714285715,9.52249,35.0
925,2018-06-08,금,40.0,22.5,19.5,27.7,,54.14285714285714,11.36623,35.0
926,2018-06-09,토,44.0,23.1,17.6,29.0,0.7,54.57142857142857,14.05424,35.0
927,2018-06-10,일,38.0,21.6,18.5,25.8,0.0,55.0,13.3971,35.0
928,2018-06-11,월,46.0,20.4,18.1,23.7,0.0,54.28571428571429,10.05415,35.0
929,2018-06-12,화,1.0,21.2,18.3,25.2,0.1,53.57142857142857,10.750919999999999,35.0
