,날짜,요일,고객수,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm),구글검색,네이버 검색량,영업가게
1522,2020-02-08,토,62.0,1.6,-2.1,6.5,,90.14285714285714,25.70117,30.0
1523,2020-02-09,일,57.0,0.5,-5.4,7.2,,91.0,26.168979999999998,30.0
1524,2020-02-10,월,59.0,5.1,-0.2,12.0,,88.2857142857143,18.94813,30.0
1525,2020-02-11,화,47.0,6.6,-2.1,16.0,,85.57142857142857,17.73291,30.0
1526,2020-02-12,수,52.0,7.7,5.3,9.8,15.8,82.85714285714286,18.59919,30.0
1527,2020-02-13,목,48.0,7.4,3.7,9.8,0.1,80.14285714285714,16.19078,30.0
1528,2020-02-14,금,63.0,7.5,3.5,14.4,,77.42857142857143,19.33119,30.0
1529,2020-02-15,토,73.0,9.9,3.2,16.8,1.5,74.71428571428572,21.851879999999998,30.0
1530,2020-02-16,일,81.0,0.8,-1.9,8.6,8.4,72.0,23.60316,30.0
1531,2020-02-17,월,67.0,-3.2,-5.4,0.0,0.7,73.0,19.56564,30.0
1532,2020-02-18,화,52.0,-1.6,-7.2,5.0,0.1,74.0,16.61786,30.0
1533,2020-02-19,수,46.0,2.1,-4.0,9.2,,75.0,15.891370000000002,30.0
1534,2020-02-20,목,73.0,5.3,-1.2,13.0,,76.0,16.42083,30.0
1535,2020-02-21,금,71.0,7.3,0.2,14.9,2.3,77.0,21.071460000000002,30.0
1536,2020-02-22,토,92.0,6.3,1.6,10.4,1.2,78.0,24.34946,30.0
1537,2020-02-23,일,84.0,3.7,-1.9,9.8,,79.0,23.01756,30.0
1538,2020-02-24,월,63.0,7.4,-2.3,15.9,0.4,77.57142857142857,18.33171,30.0
1539,2020-02-25,화,81.0,7.0,6.2,9.1,55.3,76.14285714285714,21.56018,30.0
1540,2020-02-26,수,61.0,8.0,4.2,14.7,,74.71428571428571,19.27064,30.0
1541,2020-02-27,목,49.0,6.9,3.4,12.5,,73.28571428571429,20.02135,30.0
1542,2020-02-28,금,99.0,5.1,3.7,6.7,4.6,71.85714285714286,31.572509999999998,30.0
1543,2020-02-29,토,84.0,7.4,3.8,12.9,,70.42857142857143,28.964859999999998,30.0
1544,2020-03-01,일,79.0,6.3,2.6,11.8,,69.0,28.99568,30.0
1545,2020-03-02,월,77.0,5.3,2.2,10.6,,69.85714285714286,22.67964,30.0
1546,2020-03-03,화,70.0,7.2,0.1,15.0,,70.71428571428571,21.285,30.0
1547,2020-03-04,수,73.0,4.2,0.2,8.8,0.0,71.57142857142857,21.56679,30.0
1548,2020-03-05,목,64.0,3.0,-1.9,9.3,,72.42857142857143,21.63724,30.0
1549,2020-03-06,금,73.0,4.5,-3.6,12.3,,73.28571428571429,25.31371,29.0
1550,2020-03-07,토,99.0,6.0,2.5,10.6,0.0,74.14285714285714,26.7953,29.0
1551,2020-03-08,일,77.0,8.7,-0.2,18.6,,75.0,24.2658,29.0
1552,2020-03-09,월,78.0,10.0,3.0,16.1,1.6,73.0,19.57775,29.0
1553,2020-03-10,화,65.0,6.8,3.3,9.2,8.8,71.0,20.89644,29.0
1554,2020-03-11,수,72.0,4.8,0.7,10.2,,69.0,18.83475,29.0
1555,2020-03-12,목,47.0,7.0,-1.6,16.2,,67.0,18.858970000000003,29.0
1556,2020-03-13,금,75.0,6.6,0.9,12.4,,65.0,23.53271,29.0
1557,2020-03-14,토,84.0,4.7,-2.2,11.7,,63.0,25.4502,29.0
1558,2020-03-15,일,76.0,5.4,0.8,12.4,0.0,61.0,23.997220000000002,29.0
1559,2020-03-16,월,79.0,4.4,-1.8,11.2,,60.57142857142857,18.24145,29.0
1560,2020-03-17,화,58.0,7.8,2.6,12.8,,60.14285714285714,18.66084,29.0
1561,2020-03-18,수,56.0,10.4,2.5,19.2,,59.714285714285715,17.65916,29.0
1562,2020-03-19,목,59.0,10.4,6.6,15.4,,59.28571428571429,19.30697,29.0
1563,2020-03-20,금,64.0,9.6,3.4,15.8,,58.85714285714285,22.755589999999998,29.0
1564,2020-03-21,토,70.0,14.6,5.6,23.1,,58.42857142857143,23.61747,29.0
1565,2020-03-22,일,70.0,13.2,7.4,19.9,,58.0,23.549220000000002,29.0
1566,2020-03-23,월,64.0,10.2,2.9,18.2,,60.85714285714285,18.38785,29.0
1567,2020-03-24,화,56.0,11.4,3.3,19.4,,63.714285714285715,18.65533,29.0
1568,2020-03-25,수,52.0,13.6,4.2,22.6,,66.57142857142857,18.91731,29.0
1569,2020-03-26,목,65.0,14.2,9.4,19.4,1.4,69.42857142857143,19.45557,29.0
1570,2020-03-27,금,70.0,11.9,5.6,14.8,12.6,72.28571428571429,22.64771,29.0
1571,2020-03-28,토,79.0,7.5,4.1,12.4,,75.14285714285714,23.41603,29.0
1572,2020-03-29,일,75.0,8.9,0.4,16.7,,78.0,22.603679999999997,29.0
1573,2020-03-30,월,44.0,12.2,5.7,19.3,,77.28571428571429,17.1198,29.0
1574,2020-03-31,화,49.0,12.6,3.7,20.9,,76.57142857142857,17.95636,29.0
1575,2020-04-01,수,52.0,11.6,6.0,20.3,,75.85714285714286,18.479210000000002,29.0
1576,2020-04-02,목,42.0,10.1,2.7,18.0,,75.14285714285714,17.800060000000002,29.0
1577,2020-04-03,금,43.0,11.0,3.3,18.9,,74.42857142857143,22.46059,29.0
1578,2020-04-04,토,68.0,9.5,4.3,16.6,,73.71428571428571,25.640629999999998,29.0
1579,2020-04-05,일,76.0,8.0,0.6,16.5,,73.0,23.29935,29.0
1580,2020-04-06,월,68.0,9.7,0.9,18.3,,72.57142857142857,17.7098,29.0
1581,2020-04-07,화,35.0,11.5,4.5,19.2,,72.14285714285714,18.40766,29.0
1582,2020-04-08,수,58.0,10.1,5.1,16.3,,71.71428571428571,19.085720000000002,29.0
1583,2020-04-09,목,65.0,9.6,2.4,16.7,,71.28571428571429,19.17928,29.0
1584,2020-04-10,금,68.0,10.9,5.4,17.9,,70.85714285714286,26.325290000000003,29.0
1585,2020-04-11,토,73.0,8.9,4.6,14.7,,70.42857142857143,26.150270000000003,29.0
1586,2020-04-12,일,74.0,8.6,2.5,17.3,1.3,70.0,26.22402,29.0
1587,2020-04-13,월,67.0,10.7,4.7,18.5,,69.28571428571429,19.81221,29.0
1588,2020-04-14,화,62.0,12.9,4.3,21.9,,68.57142857142857,20.8425,29.0
1589,2020-04-15,수,62.0,12.8,4.0,21.4,,67.85714285714286,23.03517,29.0
1590,2020-04-16,목,54.0,16.0,6.0,24.1,,67.14285714285714,16.35809,29.0
1591,2020-04-17,금,58.0,14.3,9.7,20.5,4.0,66.42857142857143,22.70165,29.0
1592,2020-04-18,토,71.0,14.2,10.4,21.2,0.1,65.71428571428571,23.20139,29.0
1593,2020-04-19,일,67.0,11.3,9.2,14.7,12.4,65.0,25.552570000000003,29.0
1594,2020-04-20,월,55.0,11.0,7.8,16.2,0.0,66.28571428571429,17.758229999999998,29.0
1595,2020-04-21,화,60.0,9.0,5.1,14.3,,67.57142857142857,16.87654,29.0
1596,2020-04-22,수,67.0,7.3,4.0,11.6,0.0,68.85714285714286,17.79125,29.0
1597,2020-04-23,목,55.0,9.1,4.0,15.1,,70.14285714285714,16.89635,29.0
1598,2020-04-24,금,66.0,10.7,4.4,16.7,,71.42857142857143,20.94377,29.0
1599,2020-04-25,토,81.0,14.9,9.0,22.6,,72.71428571428572,25.05723,29.0
1600,2020-04-26,일,60.0,12.8,6.6,19.3,,74.0,23.62077,29.0
1601,2020-04-27,월,57.0,12.1,5.5,18.6,0.0,72.28571428571429,17.10439,29.0
1602,2020-04-28,화,51.0,13.5,5.1,21.2,,70.57142857142857,17.73511,29.0
1603,2020-04-29,수,53.0,16.2,8.3,24.5,,68.85714285714286,18.7577,29.0
1604,2020-04-30,목,66.0,17.7,6.7,26.9,,67.14285714285714,21.095670000000002,29.0
1605,2020-05-01,금,58.0,22.4,16.4,29.3,,65.42857142857143,19.27175,29.0
1606,2020-05-02,토,74.0,22.5,19.5,26.9,0.0,63.714285714285715,22.00929,29.0
1607,2020-05-03,일,69.0,19.2,16.9,22.5,6.5,62.0,22.06983,29.0
1608,2020-05-04,월,78.0,20.6,14.0,27.4,,59.57142857142857,18.84026,29.0
1609,2020-05-05,화,104.0,15.6,11.8,22.2,1.4,57.14285714285714,26.177789999999998,29.0
1610,2020-05-06,수,36.0,19.7,13.8,27.8,,54.714285714285715,15.76149,29.0
1611,2020-05-07,목,47.0,19.6,12.3,25.9,,52.28571428571429,15.16819,29.0
1612,2020-05-08,금,68.0,19.4,12.3,26.2,7.4,49.85714285714286,21.4369,29.0
1613,2020-05-09,토,61.0,15.9,13.3,18.5,17.9,47.42857142857143,22.25475,29.0
1614,2020-05-10,일,75.0,14.7,13.2,18.3,0.1,45.0,20.56071,29.0
1615,2020-05-11,월,51.0,18.5,14.0,24.4,0.0,49.57142857142857,15.46098,30.0
1616,2020-05-12,화,55.0,16.5,12.1,21.1,0.2,54.14285714285714,15.46429,30.0
1617,2020-05-13,수,58.0,16.3,9.2,22.6,,58.714285714285715,15.45328,30.0
1618,2020-05-14,목,54.0,19.9,11.8,27.8,,63.28571428571429,15.91559,30.0
1619,2020-05-15,금,78.0,16.7,15.2,19.9,24.9,67.85714285714286,22.67523,30.0
1620,2020-05-16,토,71.0,17.9,15.9,20.8,0.0,72.42857142857143,22.31529,30.0
1621,2020-05-17,일,54.0,21.2,15.9,28.5,,77.0,19.830920000000003,30.0
1622,2020-05-18,월,57.0,20.2,13.9,27.3,7.6,76.14285714285714,16.2249,30.0
1623,2020-05-19,화,63.0,13.5,11.7,16.7,3.3,75.28571428571429,15.379529999999999,30.0
1624,2020-05-20,수,45.0,14.5,8.6,20.7,,74.42857142857143,14.8919,30.0
1625,2020-05-21,목,48.0,17.5,10.1,23.5,,73.57142857142857,15.29367,30.0
1626,2020-05-22,금,60.0,19.1,14.5,25.7,8.3,72.71428571428571,17.95526,30.0
1627,2020-05-23,토,56.0,20.6,14.6,26.3,,71.85714285714286,21.22446,30.0
1628,2020-05-24,일,73.0,19.8,16.2,24.0,2.8,71.0,19.59646,30.0
1629,2020-05-25,월,59.0,17.8,14.4,22.2,,69.14285714285714,14.179720000000001,30.0
1630,2020-05-26,화,50.0,19.6,14.9,24.9,0.0,67.28571428571429,14.57929,30.0
1631,2020-05-27,수,55.0,19.1,13.4,25.2,0.0,65.42857142857143,13.572120000000002,30.0
1632,2020-05-28,목,38.0,19.1,12.7,25.3,,63.57142857142857,13.26061,30.0
1633,2020-05-29,금,65.0,21.5,16.1,27.6,,61.714285714285715,17.19135,30.0
1634,2020-05-30,토,58.0,22.7,15.8,29.1,,59.85714285714286,20.45834,30.0
1635,2020-05-31,일,59.0,21.9,16.7,27.3,,58.0,19.22331,30.0
1636,2020-06-01,월,53.0,21.1,16.3,26.5,0.6,57.57142857142857,12.5,31.0
1637,2020-06-02,화,62.0,20.1,15.0,23.2,0.0,57.14285714285714,13.303529999999999,31.0
1638,2020-06-03,수,49.0,23.3,19.3,28.8,0.0,56.714285714285715,13.19236,31.0
1639,2020-06-04,목,41.0,25.3,21.9,30.9,,56.28571428571429,14.7455,31.0
1640,2020-06-05,금,68.0,25.4,22.0,30.8,,55.85714285714285,18.596989999999998,31.0
1641,2020-06-06,토,64.0,24.7,20.0,31.3,3.4,55.42857142857143,21.65265,31.0
1642,2020-06-07,일,63.0,24.0,20.3,30.1,0.0,55.0,18.82485,31.0
1643,2020-06-08,월,57.0,26.2,19.4,32.7,,56.57142857142857,13.074580000000001,31.0
1644,2020-06-09,화,54.0,27.3,20.3,34.3,,58.14285714285714,13.524779999999998,31.0
1645,2020-06-10,수,53.0,26.1,21.6,34.2,58.7,59.714285714285715,15.08123,31.0
1646,2020-06-11,목,51.0,25.4,20.9,30.8,27.7,61.28571428571429,14.2876,31.0
1647,2020-06-12,금,63.0,24.4,22.0,26.6,3.6,62.85714285714285,18.82264,31.0
1648,2020-06-13,토,73.0,24.4,21.1,29.9,19.6,64.42857142857143,21.22336,31.0
1649,2020-06-14,일,57.0,24.4,21.3,28.3,0.8,66.0,18.950329999999997,31.0
1650,2020-06-15,월,81.0,23.3,18.7,29.0,,67.57142857142857,13.46204,31.0
1651,2020-06-16,화,56.0,24.2,18.7,29.5,,69.14285714285714,13.05697,31.0
1652,2020-06-17,수,66.0,23.5,20.5,27.8,,70.71428571428571,13.27161,31.0
1653,2020-06-18,목,59.0,20.9,19.9,22.2,0.7,72.28571428571429,14.2931,31.0
1654,2020-06-19,금,73.0,24.0,18.8,29.2,0.0,73.85714285714286,16.84682,31.0
1655,2020-06-20,토,87.0,24.8,20.2,29.4,0.1,75.42857142857143,19.2057,31.0
1656,2020-06-21,일,89.0,26.2,20.4,32.2,,77.0,17.59092,31.0
1657,2020-06-22,월,52.0,27.2,20.7,33.8,,75.85714285714286,12.20059,31.0
1658,2020-06-23,화,55.0,27.0,21.8,31.6,,74.71428571428571,12.623280000000001,31.0
1659,2020-06-24,수,62.0,23.0,21.3,26.2,7.3,73.57142857142857,14.62662,31.0
1660,2020-06-25,목,60.0,21.8,20.2,22.8,3.9,72.42857142857143,13.596329999999998,31.0
1661,2020-06-26,금,66.0,23.2,19.7,27.6,0.1,71.28571428571429,16.77637,31.0
1662,2020-06-27,토,65.0,24.6,20.0,30.3,0.0,70.14285714285714,18.6146,31.0
1663,2020-06-28,일,53.0,24.8,19.7,30.0,,69.0,17.40599,31.0
1664,2020-06-29,월,66.0,22.4,20.3,27.6,41.5,66.0,13.39269,31.0
1665,2020-06-30,화,77.0,20.3,18.3,21.5,24.5,63.0,13.584220000000002,31.0
1666,2020-07-01,수,55.0,20.9,17.3,24.3,0.2,60.0,12.70143,31.0
1667,2020-07-02,목,42.0,23.5,17.7,28.8,,57.0,12.74876,31.0
1668,2020-07-03,금,41.0,22.0,19.1,24.6,1.0,54.0,17.34655,31.0
1669,2020-07-04,토,47.0,21.7,18.8,26.6,0.0,51.0,19.968510000000002,31.0
1670,2020-07-05,일,43.0,23.5,20.2,27.0,,48.0,16.855620000000002,31.0
1671,2020-07-06,월,49.0,24.3,19.9,29.5,0.2,50.14285714285714,12.0663,31.0
1672,2020-07-07,화,44.0,24.7,22.5,28.7,0.2,52.28571428571429,12.47908,31.0
1673,2020-07-08,수,41.0,25.2,20.2,30.2,,54.42857142857143,12.96451,31.0
1674,2020-07-09,목,51.0,26.6,21.3,31.6,,56.57142857142857,12.794989999999999,31.0
1675,2020-07-10,금,59.0,25.4,22.1,29.2,9.5,58.714285714285715,16.56943,31.0
1676,2020-07-11,토,54.0,26.2,23.5,29.4,,60.85714285714286,17.63935,31.0
1677,2020-07-12,일,55.0,22.2,18.9,25.7,43.8,63.0,18.37244,31.0
1678,2020-07-13,월,41.0,18.8,17.7,19.7,117.9,63.42857142857143,12.98432,31.0
1679,2020-07-14,화,46.0,19.9,18.9,21.6,6.1,63.85714285714285,12.01897,31.0
1680,2020-07-15,수,34.0,21.1,19.0,25.1,9.3,64.28571428571429,12.53852,31.0
1681,2020-07-16,목,83.0,23.2,19.2,28.2,,64.71428571428571,25.67695,31.0
1682,2020-07-17,금,55.0,25.0,19.9,30.9,,65.14285714285714,17.79675,31.0
1683,2020-07-18,토,50.0,25.0,21.8,29.1,,65.57142857142857,18.14789,30.0
1684,2020-07-19,일,55.0,25.6,21.0,29.9,7.2,66.0,17.46213,30.0
1685,2020-07-20,월,75.0,24.5,22.5,29.3,20.2,68.71428571428571,12.74656,30.0
1686,2020-07-21,화,35.0,25.9,22.0,30.0,,71.42857142857143,11.823039999999999,30.0
1687,2020-07-22,수,35.0,23.5,21.8,25.2,25.1,74.14285714285714,12.73335,30.0
1688,2020-07-23,목,38.0,21.7,20.8,22.9,52.8,76.85714285714286,13.280420000000001,30.0
1689,2020-07-24,금,47.0,21.6,20.1,24.2,13.5,79.57142857142857,16.55732,30.0
1690,2020-07-25,토,59.0,22.7,20.9,25.3,2.6,82.28571428571428,17.742820000000002,30.0
1691,2020-07-26,일,76.0,24.0,22.0,27.4,0.4,85.0,20.68069,30.0
1692,2020-07-27,월,59.0,24.4,22.3,27.2,2.6,81.85714285714286,12.32498,30.0
1693,2020-07-28,화,41.0,24.0,21.7,26.9,6.6,78.71428571428571,11.853860000000001,31.0
1694,2020-07-29,수,40.0,24.7,22.5,26.2,67.9,75.57142857142857,14.323920000000001,31.0
1695,2020-07-30,목,95.0,25.0,23.2,27.0,141.3,72.42857142857143,14.52095,31.0
1696,2020-07-31,금,49.0,25.9,23.7,30.0,16.5,69.28571428571429,17.39058,31.0
1697,2020-08-01,토,61.0,25.8,23.7,30.4,17.5,66.14285714285714,18.6036,31.0
1698,2020-08-02,일,51.0,27.7,23.8,30.6,5.4,63.0,17.383979999999998,31.0
1699,2020-08-03,월,40.0,27.0,25.0,30.6,1.4,65.14285714285714,15.26285,31.0
1700,2020-08-04,화,55.0,27.5,25.2,32.3,18.5,67.28571428571429,14.948039999999999,31.0
1701,2020-08-05,수,47.0,26.4,25.0,29.8,24.4,69.42857142857143,14.782929999999999,31.0
1702,2020-08-06,목,48.0,25.5,23.4,27.1,24.0,71.57142857142857,15.682229999999999,31.0
1703,2020-08-07,금,63.0,23.5,23.0,24.2,34.9,73.71428571428571,20.22168,31.0
1704,2020-08-08,토,69.0,23.8,22.8,25.0,42.9,75.85714285714286,24.070970000000003,31.0
1705,2020-08-09,일,71.0,26.2,23.8,30.1,32.1,78.0,24.2669,31.0
1706,2020-08-11,화,77.0,26.0,24.7,27.9,59.3,79.71428571428571,21.72309,31.0
1707,2020-08-12,수,55.0,27.3,24.8,29.6,17.5,80.57142857142857,18.98225,31.0
1708,2020-08-13,목,63.0,28.7,25.4,32.2,,81.42857142857143,17.79235,31.0
1709,2020-08-14,금,72.0,28.5,25.7,31.2,0.6,82.28571428571429,22.654320000000002,31.0
1710,2020-08-15,토,100.0,29.2,26.3,32.6,,83.14285714285714,32.392559999999996,31.0
1711,2020-08-16,일,80.0,28.7,24.9,33.3,,84.0,24.04235,31.0
1712,2020-08-17,월,66.0,28.6,25.0,33.6,,81.85714285714286,19.784689999999998,31.0
1713,2020-08-18,화,55.0,29.1,25.4,33.6,,79.71428571428571,16.17096,31.0
1714,2020-08-19,수,70.0,28.9,25.3,34.2,,77.57142857142857,17.00422,31.0
1715,2020-08-20,목,71.0,29.1,24.8,34.6,,75.42857142857143,17.2684,31.0
1716,2020-08-21,금,76.0,29.0,25.1,33.7,,73.28571428571429,22.22503,31.0
1717,2020-08-22,토,72.0,25.8,23.7,31.1,11.8,71.14285714285714,27.750740000000004,31.0
1718,2020-08-23,일,88.0,27.1,23.1,32.1,,69.0,24.68518,31.0
1719,2020-08-24,월,59.0,28.5,23.1,33.2,,68.14285714285714,16.639879999999998,31.0
1720,2020-08-25,화,73.0,29.9,24.8,35.4,,67.28571428571429,17.63164,31.0
1721,2020-08-26,수,55.0,29.3,25.6,33.8,1.6,66.42857142857143,19.101129999999998,31.0
1722,2020-08-27,목,46.0,29.5,25.3,32.7,1.0,65.57142857142857,17.51276,31.0
1723,2020-08-28,금,79.0,29.3,25.1,35.0,27.4,64.71428571428571,22.88107,31.0
1724,2020-08-29,토,83.0,27.2,25.0,32.8,15.3,63.85714285714286,23.87614,31.0
1725,2020-08-30,일,78.0,27.9,25.6,31.8,8.4,63.0,24.37588,31.0
1726,2020-08-31,월,89.0,26.7,24.2,31.1,0.1,63.42857142857143,16.802789999999998,31.0
1727,2020-09-01,화,57.0,26.9,22.4,31.4,0.0,63.85714285714285,16.176470000000002,31.0
1728,2020-09-02,수,95.0,24.6,22.9,26.5,26.2,64.28571428571429,18.56617,31.0
1729,2020-09-03,목,71.0,23.1,20.9,26.0,61.8,64.71428571428571,19.676820000000003,31.0
1730,2020-09-04,금,68.0,24.3,20.6,28.8,,65.14285714285714,22.48701,31.0
1731,2020-09-05,토,81.0,22.2,20.3,25.3,,65.57142857142857,23.20359,31.0
1732,2020-09-06,일,88.0,21.1,17.9,25.2,22.8,66.0,21.63944,31.0
1733,2020-09-07,월,95.0,19.3,16.3,22.3,29.0,66.57142857142857,18.65863,31.0
1734,2020-09-08,화,72.0,24.3,21.9,28.2,0.2,67.14285714285714,15.96512,31.0
1735,2020-09-09,수,68.0,22.2,18.7,26.5,9.9,67.71428571428571,16.9646,31.0
1736,2020-09-10,목,52.0,23.2,20.0,28.2,,68.28571428571429,15.57766,31.0
1737,2020-09-11,금,75.0,21.7,19.4,24.7,3.0,68.85714285714286,21.628429999999998,31.0
1738,2020-09-12,토,75.0,19.3,17.8,20.6,11.7,69.42857142857143,23.69011,31.0
1739,2020-09-13,일,75.0,21.6,18.3,27.1,,70.0,20.61685,31.0
1740,2020-09-14,월,66.0,21.9,16.8,27.5,,67.14285714285714,14.04323,31.0
1741,2020-09-15,화,66.0,23.4,18.5,29.4,0.1,64.28571428571429,14.639829999999998,31.0
1742,2020-09-16,수,73.0,21.6,20.0,23.7,4.8,61.42857142857143,15.09774,31.0
1743,2020-09-17,목,71.0,21.7,19.9,23.8,0.0,58.57142857142857,14.785129999999999,31.0
1744,2020-09-18,금,86.0,21.2,18.0,25.2,,55.714285714285715,18.81054,31.0
1745,2020-09-19,토,82.0,20.0,15.7,26.6,4.1,52.85714285714286,20.82489,31.0
1746,2020-09-20,일,83.0,18.9,14.2,25.6,,50.0,18.59149,31.0
1747,2020-09-21,월,67.0,18.0,12.3,24.4,,55.714285714285715,13.387189999999999,31.0
1748,2020-09-22,화,60.0,19.1,14.9,24.5,,61.42857142857143,13.005230000000001,31.0
1749,2020-09-23,수,54.0,19.0,14.4,23.6,,67.14285714285714,13.216579999999999,31.0
1750,2020-09-24,목,57.0,20.8,15.7,26.4,,72.85714285714286,13.80988,31.0
1751,2020-09-25,금,77.0,20.0,14.8,25.9,,78.57142857142857,17.88591,31.0
1752,2020-09-26,토,11.0,19.4,15.0,25.5,,84.28571428571428,19.52271,31.0
