,날짜,구글 검색량,네이버 검색량
1677,2020-07-17,,17.79675
1678,2020-07-18,,18.14789
1679,2020-07-20,,12.74656
1680,2020-07-21,,11.823039999999999
1681,2020-07-22,,12.73335
1682,2020-07-23,,13.280420000000001
1683,2020-07-24,,16.55732
1684,2020-07-25,,17.742820000000002
1685,2020-07-27,,12.32498
1686,2020-07-28,,11.853860000000001
1687,2020-07-29,,14.323920000000001
1688,2020-07-30,,14.52095
1689,2020-07-31,,17.39058
1690,2020-08-01,,18.6036
1691,2020-08-03,,15.26285
1692,2020-08-04,,14.948039999999999
1693,2020-08-05,,14.782929999999999
1694,2020-08-06,,15.682229999999999
1695,2020-08-07,,20.22168
1696,2020-08-08,,24.070970000000003
1697,2020-08-10,,19.29376
1698,2020-08-11,,21.72309
1699,2020-08-12,,18.98225
1700,2020-08-13,,17.79235
1701,2020-08-14,,22.654320000000002
1702,2020-08-15,,32.392559999999996
1703,2020-08-17,,19.784689999999998
1704,2020-08-18,,16.17096
1705,2020-08-19,,17.00422
1706,2020-08-20,,17.2684
1707,2020-08-21,,22.22503
1708,2020-08-22,,27.750740000000004
1709,2020-08-24,,16.639879999999998
1710,2020-08-25,,17.63164
1711,2020-08-26,,19.101129999999998
1712,2020-08-27,,17.51276
1713,2020-08-28,,22.88107
1714,2020-08-29,,23.87614
1715,2020-08-31,,16.802789999999998
1716,2020-09-01,,16.176470000000002
1717,2020-09-02,,18.56617
1718,2020-09-03,,19.676820000000003
1719,2020-09-04,,22.48701
1720,2020-09-05,,23.20359
1721,2020-09-07,,18.65863
1722,2020-09-08,,15.96512
1723,2020-09-09,,16.9646
1724,2020-09-10,,15.57766
1725,2020-09-11,,21.628429999999998
1726,2020-09-12,,23.69011
1727,2020-09-14,,14.04323
1728,2020-09-15,,14.639829999999998
1729,2020-09-16,,15.09774
1730,2020-09-17,,14.785129999999999
1731,2020-09-18,,18.81054
1732,2020-09-19,,20.82489
1733,2020-09-21,,13.387189999999999
1734,2020-09-22,,13.005230000000001
1735,2020-09-23,,13.216579999999999
1736,2020-09-24,,13.80988
1737,2020-09-25,,17.88591
1738,2020-09-26,,19.52271
