날짜,요일,고객수,평균기온...,최저기온...,최고기온...,강수량.mm.,구글.검색량,네이버.검색량,확진자,사망자,완치자,지하철_승하차인원,공휴일,복날,방학여부,도마1동인구,도마2동인구,변동인구
2018-06-11,월,46,20.4,18.1,23.7,0,NA,10.05415,NA,NA,NA,239390,0,0,0,16541,19588,17002
2018-06-12,화,1,21.2,18.3,25.2,0.1,NA,10.75092,NA,NA,NA,245725,0,0,0,16531,19585,17003
2018-06-13,수,60,22.8,16.5,28.7,NA,NA,12.99423,NA,NA,NA,163432,1,0,0,16521,19582,17004
2018-06-14,목,36,22.6,19.1,27.9,0,NA,10.07286,NA,NA,NA,242559,0,0,0,16511,19579,17005
2018-06-15,금,48,21.5,17,26.4,NA,NA,12.3657,NA,NA,NA,260886,0,0,0,16502,19576,17006
2018-06-16,토,53,22.3,15.9,28.3,NA,NA,14.7334,NA,NA,NA,194612,0,0,0,16493,19573,17007
2018-06-17,일,39,23.5,17.4,29.9,NA,50,12.84783,NA,NA,NA,139856,0,0,0,16484,19570,17008
2018-06-18,월,68,25.7,20.3,32.2,NA,NA,35.11799,NA,NA,NA,241936,0,0,0,16475,19567,17009
2018-06-19,화,44,21.3,19.1,24.7,2.3,NA,9.88574,NA,NA,NA,231559,0,0,0,16466,19564,17010
2018-06-20,수,13,23.4,18.6,29.3,NA,NA,8.9303,NA,NA,NA,246630,0,0,0,16457,19561,17011
2018-06-21,목,26,23.7,18.9,30.1,NA,NA,8.76629,NA,NA,NA,244358,0,0,0,16448,19558,17012
2018-06-22,금,43,25,17.2,32.3,NA,NA,11.02941,NA,NA,NA,255726,0,0,0,16439,19555,17013
2018-06-23,토,65,24.5,20.1,30.4,NA,NA,24.4166,NA,NA,NA,194244,0,0,0,16430,19554,17014
2018-06-24,일,29,26.2,19.4,33.8,NA,41,12.09712,NA,NA,NA,141979,0,0,1,16421,19553,17015
2018-06-25,월,28,26.6,19.3,32.9,NA,NA,8.785,NA,NA,NA,242269,0,0,1,16412,19552,17016
2018-06-26,화,34,24,21.3,26.9,30.3,NA,10.10699,NA,NA,NA,221250,0,0,1,16403,19551,17017
2018-06-27,수,42,25.4,22.9,29.9,50.4,NA,16.98881,NA,NA,NA,234987,0,0,1,16394,19550,17018
2018-06-29,금,25,25.5,19.8,30.8,9.2,NA,10.63754,NA,NA,NA,256042,0,0,1,16385,19549,17019
2018-06-30,토,52,24.9,22.5,28.6,22.4,NA,15.25735,NA,NA,NA,173156,0,0,1,16376,19548,17020
2018-07-01,일,39,22,20.5,25.4,119.9,44,14.07075,NA,NA,NA,113237,0,0,1,16367,19547,17021
2018-07-02,월,31,22.8,21,24.4,43.9,NA,10.2743,NA,NA,NA,216322,0,0,1,16358,19546,17022
2018-07-03,화,27,25.5,22.4,28.6,0,NA,10.55389,NA,NA,NA,228966,0,0,1,16349,19545,17023
2018-07-05,목,27,25.5,23.2,30.7,19.4,NA,10.62764,NA,NA,NA,231062,0,0,1,16340,19544,17024
2018-07-06,금,46,22.2,20.6,24.5,6.8,NA,14.06194,NA,NA,NA,253071,0,0,1,16331,19543,17025
2018-07-07,토,37,23,18.9,27.6,NA,NA,13.73723,NA,NA,NA,199243,0,0,1,16322,19542,17026
2018-07-08,일,27,22.3,17.5,26,NA,51,12.57264,NA,NA,NA,145654,0,0,1,16313,19541,17026
2018-07-09,월,25,20.5,19.3,21.8,35.5,NA,11.9133,NA,NA,NA,222703,0,0,1,16304,19540,17026
2018-07-10,화,30,26.2,20.5,31.6,NA,NA,11.18021,NA,NA,NA,241192,0,0,1,16295,19539,17026
2018-07-12,목,21,29,25.8,32.9,NA,NA,9.35298,NA,NA,NA,234172,0,0,1,16286,19538,17026
2018-07-13,금,29,28.8,26.1,32.5,NA,NA,11.66343,NA,NA,NA,249044,0,0,1,16277,19537,17026
2018-07-14,토,25,28.7,25.4,32.9,NA,NA,14.10597,NA,NA,NA,189043,0,0,1,16268,19536,17026
2018-07-15,일,39,29.4,24.7,34.4,NA,45,13.86271,NA,NA,NA,137572,0,0,1,16259,19535,17026
2018-07-16,월,20,29.7,25.7,34.3,NA,NA,9.57863,NA,NA,NA,226367,0,0,1,16250,19534,17026
2018-07-17,화,47,29,25.4,33.5,NA,NA,16.10382,NA,NA,NA,224663,0,1,1,16241,19533,17026
2018-07-19,목,26,29.2,24.8,34.7,NA,NA,9.35848,NA,NA,NA,233069,0,0,1,16232,19532,17026
2018-07-20,금,25,29.9,23.7,35.3,NA,NA,13.11421,NA,NA,NA,248019,0,0,1,16223,19531,17026
2018-07-21,토,30,30.8,25.6,36.3,NA,NA,12.92268,NA,NA,NA,177422,0,0,1,16214,19530,17026
2018-07-22,일,31,30.9,25.6,36.5,NA,35,13.27492,NA,NA,NA,131869,0,0,1,16205,19529,17026
2018-07-23,월,31,30.8,26.5,35.3,NA,NA,10.25449,NA,NA,NA,223985,0,0,1,16196,19528,17026
2018-07-24,화,37,31.3,26.2,36.3,NA,NA,10.73771,NA,NA,NA,224209,0,0,1,16187,19527,17026
2018-07-26,목,33,30.7,26.2,35.5,NA,NA,10.25118,NA,NA,NA,226610,0,0,1,16178,19526,17026
2018-07-27,금,40,31.2,26.2,37.3,NA,NA,15.68333,NA,NA,NA,233041,0,1,1,16169,19526,17026
2018-07-28,토,33,29.5,26.4,37.3,1.2,NA,13.101,NA,NA,NA,161095,0,0,1,16160,19526,17026
2018-07-29,일,37,30.1,25.5,35.4,NA,43,11.4587,NA,NA,NA,129344,0,0,1,16151,19525,17026
2018-07-31,화,26,31.4,25.4,37.2,NA,NA,10.82357,NA,NA,NA,209089,0,0,1,16142,19524,17026
2018-08-01,수,23,32.9,26.3,38.9,NA,NA,10.89292,NA,NA,NA,212887,0,0,1,16133,19523,17023
2018-08-02,목,30,33.4,27.6,38.6,NA,NA,11.03491,NA,NA,NA,204264,0,0,1,16125,19522,17020
2018-08-03,금,33,32.8,27.5,37.8,0,NA,12.31727,NA,NA,NA,211942,0,0,1,16114,19521,17017
2018-08-04,토,33,31.3,28,35.7,NA,NA,13.11311,NA,NA,NA,160622,0,0,1,16103,19520,17014
2018-08-05,일,37,30.6,26.8,35,NA,50,12.26003,NA,NA,NA,127841,0,0,1,16092,19519,17011
2018-08-06,월,1,30.8,27,35.7,NA,NA,11.84616,NA,NA,NA,216543,0,0,1,16088,19518,17008
2018-08-07,화,41,31.5,27.6,36.7,NA,NA,11.36954,NA,NA,NA,218281,0,0,1,16084,19517,17005
2018-08-08,수,28,31.2,27.9,36.4,NA,NA,10.41299,NA,NA,NA,224921,0,0,1,16080,19516,17002
2018-08-09,목,26,30.4,26.6,35.7,0,NA,10.67827,NA,NA,NA,222204,0,0,1,16076,19516,16999
2018-08-10,금,41,30.9,27.5,36.3,NA,NA,12.08281,NA,NA,NA,232334,0,0,1,16072,19516,16996
2018-08-11,토,41,30,26.9,34.7,NA,NA,14.09166,NA,NA,NA,193313,0,0,1,16068,19516,16993
2018-08-12,일,43,30.1,25.9,35.3,0.1,41,13.00854,NA,NA,NA,134249,0,0,1,16064,19516,16990
2018-08-13,월,35,31.2,26.2,38,0,NA,11.0228,NA,NA,NA,215675,0,0,1,16060,19516,16987
2018-08-14,화,38,32.3,27.4,38.1,0,NA,11.88688,NA,NA,NA,227371,0,0,1,16056,19516,16984
2018-08-15,수,47,32.9,26.8,39.4,NA,NA,13.15604,NA,NA,NA,145646,1,0,1,16052,19516,16981
2018-08-16,목,42,30,25.8,36.8,NA,NA,12.37671,NA,NA,NA,218053,0,1,1,16048,19516,16978
2018-08-17,금,30,27,23.2,32.5,NA,NA,10.90722,NA,NA,NA,234226,0,0,1,16044,19516,16975
2018-08-18,토,28,26.7,20.4,32.5,NA,NA,11.70966,NA,NA,NA,175118,0,0,1,16040,19516,16972
2018-08-19,일,27,28.2,21.4,34.7,NA,44,11.3156,NA,NA,NA,140265,0,0,1,16036,19516,16969
2018-08-20,월,23,29.4,24.2,35.3,NA,NA,9.74594,NA,NA,NA,225265,0,0,1,16031,19516,16966
2018-08-21,화,30,27.7,25.8,30.7,NA,NA,8.84334,NA,NA,NA,228997,0,0,1,16026,19516,16964
2018-08-22,수,9,30.8,23.7,38.7,NA,NA,9.40251,NA,NA,NA,229543,0,0,1,16021,19516,16962
2018-08-23,목,33,28.8,26.4,32,1.1,NA,14.17202,NA,NA,NA,199491,0,0,1,16016,19516,16960
2018-08-24,금,43,25.2,23.7,26.7,20.3,NA,12.5088,NA,NA,NA,218149,0,0,1,16011,19516,16958
2018-08-25,토,42,25.1,23.4,27.8,0,NA,13.19236,NA,NA,NA,187871,0,0,1,16006,19516,16956
2018-08-26,일,35,21.3,20.1,24.4,78.2,55,14.80384,NA,NA,NA,128370,0,0,1,16001,19516,16954
2018-08-27,월,34,23.6,20.4,25.6,53,NA,12.20059,NA,NA,NA,209388,0,0,1,15996,19516,16952
2018-08-28,화,36,26.1,23.9,29.3,140,NA,17.07247,NA,NA,NA,227522,0,0,1,15991,19515,16950
2018-08-29,수,33,27.7,23.9,32.2,NA,NA,16.59585,NA,NA,NA,236981,0,0,1,15986,19514,16948
2018-08-30,목,29,25.9,24.4,28.8,73.3,NA,10.38217,NA,NA,NA,222028,0,0,1,15981,19513,16946
2018-08-31,금,35,22.2,19.5,25.7,42.6,NA,12.91497,NA,NA,NA,242857,0,0,1,15976,19512,16944
2018-09-01,토,59,24.4,20.6,29.5,NA,NA,35.05415,NA,NA,NA,197262,0,0,1,15974,19510,16943
2018-09-02,일,38,24,19.2,29,NA,58,11.83405,NA,NA,NA,146907,0,0,1,15972,19508,16942
2018-09-03,월,33,24.4,22.6,29.8,89.8,NA,9.64468,NA,NA,NA,224842,0,0,0,15970,19506,16941
2018-09-04,화,36,23.9,21,28.2,18.9,NA,11.18241,NA,NA,NA,239740,0,0,0,15968,19504,16940
2018-09-05,수,33,23.9,19.2,28.6,NA,NA,10.63534,NA,NA,NA,248008,0,0,0,15966,19502,16939
2018-09-07,금,47,22,18.9,25.7,0.9,NA,13.51818,NA,NA,NA,259691,0,0,0,15964,19500,16938
2018-09-08,토,38,20.8,14.6,26.7,NA,NA,14.43289,NA,NA,NA,215990,0,0,0,15962,19498,16937
2018-09-09,일,48,21.9,15.8,28.2,NA,49,17.11209,NA,NA,NA,154653,0,0,0,15960,19496,16936
2018-09-10,월,36,22.1,17.6,27.5,NA,NA,10.82907,NA,NA,NA,240340,0,0,0,15958,19494,16935
2018-09-11,화,45,20.7,15.9,24.9,NA,NA,11.97935,NA,NA,NA,240065,0,0,0,15956,19492,16934
2018-09-12,수,46,22.3,15.5,28,NA,NA,9.43333,NA,NA,NA,245984,0,0,0,15954,19490,16933
2018-09-13,목,42,21.6,20.3,24.4,0.1,NA,9.84171,NA,NA,NA,242062,0,0,0,15952,19488,16931
2018-09-14,금,44,21.9,20.1,23.1,6.4,NA,13.38829,NA,NA,NA,258378,0,0,0,15950,19486,16929
2018-09-15,토,42,22.6,21.1,24.2,0.2,NA,16.03557,NA,NA,NA,203336,0,0,0,15948,19484,16927
2018-09-16,일,53,22.6,20.8,25.5,NA,40,13.78016,NA,NA,NA,149337,0,0,0,15946,19482,16925
2018-09-17,월,45,22.7,19.3,27.7,NA,NA,9.66889,NA,NA,NA,244347,0,0,0,15944,19480,16923
2018-09-18,화,28,21.8,16.5,28.1,NA,NA,10.82137,NA,NA,NA,243168,0,0,0,15942,19478,16921
2018-09-19,수,31,21.4,17.1,25.3,NA,NA,10.48564,NA,NA,NA,254913,0,0,0,15940,19476,16919
2018-09-20,목,40,21,19.1,22,0.2,NA,10.97657,NA,NA,NA,241635,0,0,0,15938,19474,16917
2018-09-21,금,41,19.7,18.9,20.8,32.9,NA,13.98599,NA,NA,NA,253186,0,0,0,15936,19472,16915
2018-09-22,토,34,20.9,16.3,26.1,NA,NA,12.83242,NA,NA,NA,179635,0,0,0,15934,19470,16913
2018-09-23,일,50,18.9,14.9,25.3,NA,69,12.73115,NA,NA,NA,107796,1,0,0,15932,19468,16911
2018-09-24,월,61,16.9,13,22.7,NA,NA,16.09281,NA,NA,NA,74082,1,0,0,15930,19467,16909
2018-09-25,화,50,17.4,9.9,24.1,NA,NA,17.54138,NA,NA,NA,111434,1,0,0,15928,19466,16907
2018-09-26,수,50,18.7,15.4,23.5,NA,NA,14.1445,NA,NA,NA,145174,1,0,0,15926,19465,16905
2018-09-27,목,9,18.6,12.6,24.7,NA,NA,9.05468,NA,NA,NA,234205,0,0,0,15924,19464,16903
2018-09-28,금,47,17.6,13,21,0,NA,13.13842,NA,NA,NA,250955,0,0,0,15922,19463,16901
2018-09-29,토,63,20,13.7,25.8,NA,NA,17.60082,NA,NA,NA,196645,0,0,0,15920,19462,16899
2018-09-30,일,44,18.6,14.6,24.8,NA,44,15.25955,NA,NA,NA,139258,0,0,0,15918,19461,16897
2018-10-01,월,44,15.5,12,19.6,1.7,NA,10.88301,NA,NA,NA,231737,0,0,0,15915,19460,16896
2018-10-02,화,52,15.8,10.6,22.1,NA,NA,12.66841,NA,NA,NA,248198,0,0,0,15912,19459,16895
2018-10-03,수,56,16,10.1,22.9,NA,NA,13.85831,NA,NA,NA,169141,1,0,0,15909,19458,16894
2018-10-04,목,4,19.1,11.8,25.6,NA,NA,9.57423,NA,NA,NA,249153,0,0,0,15906,19457,16893
2018-10-05,금,67,17.8,16.4,19.7,60,NA,16.56062,NA,NA,NA,241099,0,0,0,15903,19456,16892
2018-10-06,토,69,17.9,17.1,20.5,35.5,NA,18.1567,NA,NA,NA,164178,0,0,0,15900,19455,16891
2018-10-07,일,49,17.2,12.3,23.2,NA,59,15.39824,NA,NA,NA,149213,0,0,0,15897,19454,16890
2018-10-08,월,48,13.8,9,20.4,NA,NA,13.83849,NA,NA,NA,248420,0,0,0,15894,19453,16890
2018-10-09,화,56,14.8,10.2,19.6,NA,NA,15.31238,NA,NA,NA,159809,1,0,0,15891,19452,16890
2018-10-10,수,43,13.9,8.4,17.6,0,NA,10.89842,NA,NA,NA,244290,0,0,0,15888,19451,16890
2018-10-11,목,36,10.7,5.8,15.9,NA,NA,10.73551,NA,NA,NA,243204,0,0,0,15885,19450,16890
2018-10-12,금,56,10.8,5.2,17.5,NA,NA,15.26395,NA,NA,NA,272934,0,0,0,15882,19449,16890
2018-10-13,토,68,11.7,4.9,19.6,NA,NA,15.64151,NA,NA,NA,212525,0,0,0,15879,19448,16890
2018-10-14,일,73,13.2,6.9,19.7,NA,65,15.95632,NA,NA,NA,159126,0,0,0,15876,19447,16890
2018-10-15,월,60,14.2,8.1,20.7,NA,NA,17.84409,NA,NA,NA,240533,0,0,0,15873,19446,16890
2018-10-16,화,59,13,10.3,17.4,NA,NA,17.7087,NA,NA,NA,240125,0,0,0,15870,19445,16890
2018-10-17,수,2,12.5,7.7,19.6,NA,NA,19.56784,NA,NA,NA,245696,0,0,0,15867,19444,16890
2018-10-18,목,53,11.6,5.5,18.3,1,NA,18.56507,NA,NA,NA,250517,0,0,0,15864,19443,16890
2018-10-19,금,71,12.2,7.5,18.6,NA,NA,20.2415,NA,NA,NA,281875,0,0,0,15861,19442,16890
2018-10-20,토,80,12.1,5.6,20.7,NA,NA,23.83651,NA,NA,NA,223842,0,0,0,15858,19441,16890
2018-10-21,일,65,12.1,5.4,21,NA,40,20.18756,NA,NA,NA,165254,0,0,0,15855,19441,16890
2018-10-22,월,41,13.4,8.1,21,NA,NA,14.7378,NA,NA,NA,238528,0,0,0,15852,19441,16890
2018-10-23,화,69,12.7,8.4,19.6,0.4,NA,14.57159,NA,NA,NA,235383,0,0,0,15849,19441,16890
2018-10-25,목,64,12.8,6.7,21.5,NA,NA,14.76532,NA,NA,NA,249785,0,0,0,15846,19441,16890
2018-10-26,금,74,11.6,10.2,13.4,21.7,NA,19.86725,NA,NA,NA,251634,0,0,0,15843,19440,16890
2018-10-27,토,67,10.3,6.1,14.2,0.2,NA,21.85738,NA,NA,NA,218150,0,0,0,15840,19439,16890
2018-10-28,일,84,9.4,6,16.3,13.2,51,20.22939,NA,NA,NA,139808,0,0,0,15836,19438,16890
2018-10-29,월,58,9.1,6.3,14,0.2,NA,13.37068,NA,NA,NA,242837,0,0,0,15832,19437,16890
2018-10-30,화,66,6.8,1.5,12.8,NA,NA,14.43069,NA,NA,NA,241231,0,0,0,15828,19436,16890
2018-10-31,수,39,8.1,3.8,14.5,0,NA,13.70751,NA,NA,NA,246867,0,0,0,15824,19435,16890
2018-11-01,목,46,7.7,1.4,15.9,NA,NA,12.99753,NA,NA,NA,244086,0,0,0,15820,19434,16888
2018-11-02,금,52,9.2,1.8,18.5,NA,NA,17.5612,NA,NA,NA,264312,0,0,0,15819,19433,16886
2018-11-03,토,57,10,3,19.1,NA,NA,20.32295,NA,NA,NA,212185,0,0,0,15818,19432,16884
2018-11-04,일,49,10.2,3.7,18.8,NA,54,17.5634,NA,NA,NA,158831,0,0,0,15817,19431,16882
2018-11-06,화,48,11.5,5.2,19.4,NA,NA,11.60399,NA,NA,NA,241477,0,0,0,15816,19430,16880
2018-11-07,수,43,12.6,11,14,1.2,NA,15.01188,NA,NA,NA,236701,0,0,0,15815,19429,16878
2018-11-08,목,40,14,12.5,16.5,37.1,NA,15.16268,NA,NA,NA,226777,0,0,0,15814,19428,16876
2018-11-09,금,54,11.6,7.9,14.9,1,NA,16.06199,NA,NA,NA,265550,0,0,0,15813,19427,16874
2018-11-10,토,65,11.1,6.3,17.4,NA,NA,18.15009,NA,NA,NA,209049,0,0,0,15812,19426,16872
2018-11-11,일,60,9.5,6.7,11.6,0,43,18.47481,NA,NA,NA,150609,0,0,0,15811,19425,16870
2018-11-13,화,51,8.3,3,15.5,NA,NA,10.88741,NA,NA,NA,243753,0,0,0,15810,19424,16868
2018-11-14,수,42,9,3.3,16.8,NA,NA,13.1087,NA,NA,NA,258206,0,0,0,15809,19423,16865
2018-11-15,목,36,9.1,3.3,16.6,NA,NA,14.89631,NA,NA,NA,252710,0,0,0,15808,19422,16862
2018-11-16,금,53,9.7,6.2,14.2,NA,NA,15.65251,NA,NA,NA,268043,0,0,0,15807,19421,16859
2018-11-17,토,61,6.8,2.2,13,NA,NA,17.34655,NA,NA,NA,206727,0,0,0,15806,19420,16856
2018-11-18,일,50,5.5,0.8,11.3,NA,61,15.96622,NA,NA,NA,149937,0,0,0,15805,19419,16853
2018-11-19,월,49,8.6,2.8,14.7,NA,NA,12.45486,NA,NA,NA,247241,0,0,0,15804,19417,16850
2018-11-20,화,52,6.2,0.5,14,NA,NA,12.12574,NA,NA,NA,241955,0,0,0,15803,19415,16847
2018-11-21,수,1,4.6,1.8,11.1,0.4,NA,12.01897,NA,NA,NA,245038,0,0,0,15802,19413,16844
2018-11-22,목,36,3.8,-0.9,9.3,NA,NA,11.47521,NA,NA,NA,246937,0,0,0,15801,19411,16841
2018-11-23,금,52,2.4,-2.3,8.2,NA,NA,14.77632,NA,NA,NA,268253,0,0,0,15800,19409,16838
2018-11-24,토,49,3.9,0,6.7,10.1,NA,31.65176,NA,NA,NA,187183,0,0,0,15799,19407,16835
2018-11-25,일,64,6.9,3.7,11.4,NA,47,16.21279,NA,NA,NA,149051,0,0,0,15798,19405,16832
2018-11-26,월,42,6.1,1.2,14.4,NA,NA,10.62764,NA,NA,NA,244083,0,0,0,15797,19402,16829
2018-11-27,화,33,7.7,0.4,14.2,NA,NA,10.66506,NA,NA,NA,242690,0,0,0,15796,19399,16826
2018-11-28,수,33,5.2,1.5,10.7,NA,NA,10.15652,NA,NA,NA,245096,0,0,0,15795,19396,16823
2018-11-29,목,35,4.7,-0.7,9.4,NA,NA,10.424,NA,NA,NA,249466,0,0,0,15795,19393,16820
2018-11-30,금,49,5.7,1.4,11.6,NA,NA,14.09497,NA,NA,NA,261431,0,0,0,15795,19390,16817
2018-12-01,토,55,5.2,1,12.1,NA,NA,16.40542,NA,NA,NA,199085,0,0,0,15795,19387,16816
2018-12-02,일,50,8,0.6,15,NA,61,14.76091,NA,NA,NA,146428,0,0,0,15795,19384,16815
2018-12-03,월,1,12.6,9.3,15,10.6,NA,12.063,NA,NA,NA,230478,0,0,0,15795,19381,16814
2018-12-04,화,45,9.5,3.3,14.6,16.8,NA,11.37724,NA,NA,NA,237317,0,0,0,15793,19378,16813
2018-12-05,수,35,1.5,-2.7,5.3,NA,NA,10.8687,NA,NA,NA,246194,0,0,0,15791,19375,16813
2018-12-06,목,38,2.7,0.5,5.7,1.3,NA,11.15489,NA,NA,NA,247285,0,0,0,15789,19372,16813
2018-12-07,금,36,-3.7,-7.1,2.4,0,NA,15.25515,NA,NA,NA,260820,0,0,0,15787,19369,16813
2018-12-08,토,56,-6.6,-9.9,-2.3,NA,NA,18.39556,NA,NA,NA,188490,0,0,0,15785,19366,16813
2018-12-09,일,62,-5.8,-11,-0.5,NA,59,16.11703,NA,NA,NA,136489,0,0,0,15783,19363,16813
2018-12-10,월,22,-2.8,-8.7,4.1,NA,NA,11.35192,NA,NA,NA,238855,0,0,0,15781,19360,16813
2018-12-11,화,60,-0.8,-2.8,0.4,3,NA,12.25343,NA,NA,NA,241098,0,0,0,15779,19357,16813
2018-12-12,수,38,-1.2,-4.5,4,NA,NA,12.9491,NA,NA,NA,249334,0,0,0,15777,19354,16813
2018-12-13,목,42,-0.8,-5.6,6.1,0.1,NA,12.99533,NA,NA,NA,248016,0,0,0,15775,19351,16813
2018-12-14,금,42,-2.7,-6.5,2.6,NA,NA,16.40322,NA,NA,NA,269331,0,0,0,15773,19348,16813
2018-12-15,토,52,-2.5,-8.2,4.3,NA,NA,17.79345,NA,NA,NA,205427,0,0,0,15771,19345,16813
2018-12-16,일,45,0.7,-3.6,6.3,0,62,16.21169,NA,NA,NA,145916,0,0,0,15769,19342,16813
2018-12-18,화,37,2.9,-2.3,8.9,NA,NA,12.24903,NA,NA,NA,248366,0,0,0,15767,19340,16813
2018-12-19,수,56,6.7,1.6,12.2,1.8,NA,11.51593,NA,NA,NA,258117,0,0,0,15765,19338,16813
2018-12-20,목,37,4.2,0,10,NA,NA,11.86267,NA,NA,NA,288971,0,0,0,15763,19336,16813
2018-12-21,금,38,4.6,-2.6,10,NA,NA,14.4472,NA,NA,NA,270977,0,0,0,15761,19334,16813
2018-12-22,토,51,6.6,0.8,13.8,NA,NA,16.6729,NA,NA,NA,207949,0,0,0,15759,19332,16813
2018-12-23,일,46,5.4,-0.7,10.6,0,75,15.09884,NA,NA,NA,146046,0,0,1,15757,19330,16813
2018-12-24,월,54,-0.9,-4.9,4.2,NA,NA,18.27668,NA,NA,NA,257367,0,0,1,15755,19328,16813
2018-12-25,화,81,-0.3,-5.7,4.7,NA,NA,19.01637,NA,NA,NA,175177,1,0,1,15753,19326,16813
2018-12-26,수,11,1.7,-1.5,5.9,0,NA,12.21821,NA,NA,NA,248577,0,0,1,15751,19324,16813
2018-12-27,목,38,-5.9,-8.4,-1.5,NA,NA,12.62218,NA,NA,NA,234174,0,0,1,15749,19321,16813
2018-12-28,금,43,-8.6,-11.1,-4,0,NA,16.75105,NA,NA,NA,247141,0,0,1,15747,19318,16813
2018-12-29,토,58,-6.1,-10.7,-0.7,0,NA,16.34598,NA,NA,NA,175942,0,0,1,15745,19315,16813
2018-12-30,일,37,-5.4,-10.4,0.2,0,53,15.02289,NA,NA,NA,132621,0,0,1,15743,19312,16813
2018-12-31,월,69,-4.7,-10.7,2.5,NA,NA,21.50955,NA,NA,NA,245797,0,0,1,15741,19309,16813
2019-01-01,화,57,-2.7,-6.1,0.7,0.1,NA,16.94258,NA,NA,NA,104522,1,0,1,15738,19306,16812
2019-01-02,수,16,-3.3,-8.4,2.9,NA,NA,12.49889,NA,NA,NA,231144,0,0,1,15736,19303,16811
2019-01-03,목,30,-2.7,-8.5,4.3,NA,NA,12.15766,NA,NA,NA,235089,0,0,1,15734,19300,16810
2019-01-04,금,40,-1.6,-8.1,4.2,NA,NA,14.48793,NA,NA,NA,255957,0,0,1,15732,19297,16809
2019-01-05,토,46,-0.7,-4.8,4.5,NA,NA,16.06309,NA,NA,NA,185571,0,0,1,15730,19294,16808
2019-01-06,일,33,-1.9,-7.1,5.4,NA,58,14.33933,NA,NA,NA,137096,0,0,1,15728,19291,16807
2019-01-07,월,42,-1.2,-6.9,5.6,NA,NA,13.88803,NA,NA,NA,238945,0,0,1,15726,19288,16806
2019-01-08,화,38,-1.5,-5,3.9,NA,NA,12.87315,NA,NA,NA,240463,0,0,1,15724,19285,16805
2019-01-09,수,29,-3.4,-8.6,2.3,NA,NA,12.28095,NA,NA,NA,239369,0,0,1,15722,19282,16804
2019-01-10,목,36,-1.1,-3.2,2,NA,NA,13.47085,NA,NA,NA,240264,0,0,1,15720,19279,16803
2019-01-11,금,38,2.8,-3,8.4,NA,NA,15.25074,NA,NA,NA,259831,0,0,1,15718,19276,16803
2019-01-12,토,48,4.5,1.8,8.8,0.5,NA,16.27443,NA,NA,NA,192660,0,0,1,15716,19273,16803
2019-01-13,일,42,1.8,-2.8,8.4,NA,53,15.35201,NA,NA,NA,141135,0,0,1,15714,19271,16803
2019-01-14,월,36,1.7,-1.6,6.1,NA,NA,14.70368,NA,NA,NA,240374,0,0,1,15712,19269,16803
2019-01-15,화,52,-0.1,-4.9,5.6,0.3,NA,13.51378,NA,NA,NA,233376,0,0,1,15710,19267,16803
2019-01-16,수,38,-3.8,-8.5,1.3,NA,NA,15.01078,NA,NA,NA,242142,0,0,1,15708,19265,16803
2019-01-17,목,31,0,-2.5,4.5,0,NA,12.58695,NA,NA,NA,241196,0,0,1,15706,19263,16803
2019-01-18,금,45,0.8,-4.8,8,NA,NA,15.07573,NA,NA,NA,261576,0,0,1,15704,19261,16803
2019-01-19,토,59,3.2,-1.9,7.6,NA,NA,16.66299,NA,NA,NA,198945,0,0,1,15702,19259,16803
2019-01-20,일,24,1.3,-2.8,4.2,0,53,15.45218,NA,NA,NA,142225,0,0,1,15700,19257,16803
2019-01-21,월,33,0.2,-6.2,6.8,NA,NA,13.34646,NA,NA,NA,238438,0,0,1,15698,19255,16803
2019-01-22,화,42,3.3,-1.6,8.7,NA,NA,15.01519,NA,NA,NA,239283,0,0,1,15696,19253,16803
2019-01-23,수,30,2.8,-1.5,9.5,NA,NA,11.73608,NA,NA,NA,241248,0,0,1,15695,19251,16803
2019-01-24,목,34,0.9,-5.6,8.7,NA,NA,11.97494,NA,NA,NA,247889,0,0,1,15694,19247,16803
2019-01-25,금,47,-0.9,-4.5,5.3,NA,NA,18.98996,NA,NA,NA,259749,0,0,1,15693,19243,16803
2019-01-26,토,47,-2.3,-6.4,4,NA,NA,15.30908,NA,NA,NA,196904,0,0,1,15692,19239,16803
2019-01-27,일,1,-0.4,-8.3,7.3,NA,59,14.22375,NA,NA,NA,145138,0,0,1,15691,19235,16803
2019-01-28,월,2,2.3,-2.3,6.6,0.8,NA,11.72507,NA,NA,NA,241280,0,0,1,15690,19231,16803
2019-01-29,화,1,0.1,-6.9,8.3,NA,NA,11.17911,NA,NA,NA,246356,0,0,1,15689,19227,16804
2019-01-30,수,24,2.7,-4,9.1,NA,NA,10.98207,NA,NA,NA,246620,0,0,1,15688,19223,16805
2019-01-31,목,32,0.6,-4.7,3.6,0,NA,12.84012,NA,NA,NA,240242,0,0,1,15687,19219,16806
2019-02-01,금,41,-1.2,-6.7,3.9,NA,NA,15.1858,NA,NA,NA,253460,0,0,1,15688,19215,16804
2019-02-02,토,39,1.7,-4.9,8.8,0,NA,13.77355,NA,NA,NA,172556,0,0,1,15689,19211,16802
2019-02-03,일,54,5,3.2,8.7,27.1,79,14.70918,NA,NA,NA,111704,0,0,1,15690,19207,16800
2019-02-04,월,44,1.3,-2.2,6.5,NA,NA,13.75044,NA,NA,NA,88419,1,0,1,15691,19203,16798
